97,47,60,54,19,8,2,48,2,41
87,18,26,29,78,39,15,3,10,40
19,23,66,89,0,3,11,25,63,16
36,80,43,51,52,88,4,30,58,17
94,70,41,96,13,84,36,14,78,81
43,6,73,5,53,34,51,21,33,89
66,84,69,4,52,25,24,72,27,31
62,70,96,79,26,96,62,31,41,48
87,69,79,67,11,95,92,36,68,61
24,8,18,15,53,6,81,30,27,49
入れ替え:1番目（97）,2番目（47）
入れ替え:44番目（73）,45番目（34）
入れ替え:43番目（70）,44番目（34）
入れ替え:42番目（66）,43番目（34）
入れ替え:41番目（63）,42番目（34）
入れ替え:40番目（60）,41番目（34）
入れ替え:39番目（58）,40番目（34）
入れ替え:38番目（54）,39番目（34）
入れ替え:37番目（53）,38番目（34）
入れ替え:36番目（52）,37番目（34）
入れ替え:35番目（51）,36番目（34）
入れ替え:34番目（48）,35番目（34）
入れ替え:33番目（47）,34番目（34）
入れ替え:32番目（43）,33番目（34）
入れ替え:31番目（43）,32番目（34）
入れ替え:30番目（41）,31番目（34）
入れ替え:29番目（41）,30番目（34）
入れ替え:28番目（40）,29番目（34）
入れ替え:27番目（39）,28番目（34）
入れ替え:26番目（36）,27番目（34）
入れ替え:25番目（36）,26番目（34）
入れ替え:56番目（97）,57番目（51）
入れ替え:55番目（96）,56番目（51）
入れ替え:54番目（94）,55番目（51）
入れ替え:53番目（89）,54番目（51）
入れ替え:52番目（88）,53番目（51）
入れ替え:51番目（87）,52番目（51）
入れ替え:50番目（84）,51番目（51）
入れ替え:49番目（81）,50番目（51）
入れ替え:48番目（80）,49番目（51）
入れ替え:47番目（78）,48番目（51）
入れ替え:46番目（78）,47番目（51）
入れ替え:45番目（73）,46番目（51）
入れ替え:44番目（70）,45番目（51）
入れ替え:43番目（66）,44番目（51）
入れ替え:42番目（63）,43番目（51）
入れ替え:41番目（60）,42番目（51）
入れ替え:40番目（58）,41番目（51）
入れ替え:39番目（54）,40番目（51）
入れ替え:38番目（53）,39番目（51）
入れ替え:37番目（52）,38番目（51）
入れ替え:57番目（97）,58番目（21）
入れ替え:56番目（96）,57番目（21）
入れ替え:55番目（94）,56番目（21）
入れ替え:54番目（89）,55番目（21）
入れ替え:53番目（88）,54番目（21）
入れ替え:52番目（87）,53番目（21）
入れ替え:51番目（84）,52番目（21）
入れ替え:50番目（81）,51番目（21）
入れ替え:49番目（80）,50番目（21）
入れ替え:48番目（78）,49番目（21）
入れ替え:47番目（78）,48番目（21）
入れ替え:46番目（73）,47番目（21）
入れ替え:45番目（70）,46番目（21）
入れ替え:44番目（66）,45番目（21）
入れ替え:43番目（63）,44番目（21）
入れ替え:42番目（60）,43番目（21）
入れ替え:41番目（58）,42番目（21）
入れ替え:40番目（54）,41番目（21）
入れ替え:39番目（53）,40番目（21）
入れ替え:38番目（52）,39番目（21）
入れ替え:37番目（51）,38番目（21）
入れ替え:36番目（51）,37番目（21）
入れ替え:35番目（48）,36番目（21）
入れ替え:34番目（47）,35番目（21）
入れ替え:33番目（43）,34番目（21）
入れ替え:32番目（43）,33番目（21）
入れ替え:31番目（41）,32番目（21）
入れ替え:30番目（41）,31番目（21）
入れ替え:29番目（40）,30番目（21）
入れ替え:28番目（39）,29番目（21）
入れ替え:27番目（36）,28番目（21）
入れ替え:26番目（36）,27番目（21）
入れ替え:25番目（34）,26番目（21）
入れ替え:24番目（30）,25番目（21）
入れ替え:23番目（29）,24番目（21）
入れ替え:22番目（26）,23番目（21）
入れ替え:21番目（25）,22番目（21）
入れ替え:20番目（23）,21番目（21）
入れ替え:58番目（97）,59番目（33）
入れ替え:57番目（96）,58番目（33）
入れ替え:56番目（94）,57番目（33）
入れ替え:55番目（89）,56番目（33）
入れ替え:54番目（88）,55番目（33）
入れ替え:53番目（87）,54番目（33）
入れ替え:52番目（84）,53番目（33）
入れ替え:51番目（81）,52番目（33）
入れ替え:50番目（80）,51番目（33）
入れ替え:49番目（78）,50番目（33）
入れ替え:48番目（78）,49番目（33）
入れ替え:47番目（73）,48番目（33）
入れ替え:46番目（70）,47番目（33）
入れ替え:45番目（66）,46番目（33）
入れ替え:44番目（63）,45番目（33）
入れ替え:43番目（60）,44番目（33）
入れ替え:42番目（58）,43番目（33）
入れ替え:41番目（54）,42番目（33）
入れ替え:40番目（53）,41番目（33）
入れ替え:39番目（52）,40番目（33）
入れ替え:38番目（51）,39番目（33）
入れ替え:37番目（51）,38番目（33）
入れ替え:36番目（48）,37番目（33）
入れ替え:35番目（47）,36番目（33）
入れ替え:34番目（43）,35番目（33）
入れ替え:33番目（43）,34番目（33）
入れ替え:32番目（41）,33番目（33）
入れ替え:31番目（41）,32番目（33）
入れ替え:30番目（40）,31番目（33）
入れ替え:29番目（39）,30番目（33）
入れ替え:28番目（36）,29番目（33）
入れ替え:27番目（36）,28番目（33）
入れ替え:26番目（34）,27番目（33）
入れ替え:59番目（97）,60番目（89）
入れ替え:58番目（96）,59番目（89）
入れ替え:57番目（94）,58番目（89）
入れ替え:60番目（97）,61番目（66）
入れ替え:59番目（96）,60番目（66）
入れ替え:58番目（94）,59番目（66）
入れ替え:57番目（89）,58番目（66）
入れ替え:56番目（89）,57番目（66）
入れ替え:55番目（88）,56番目（66）
入れ替え:54番目（87）,55番目（66）
入れ替え:53番目（84）,54番目（66）
入れ替え:52番目（81）,53番目（66）
入れ替え:51番目（80）,52番目（66）
入れ替え:50番目（78）,51番目（66）
入れ替え:49番目（78）,50番目（66）
入れ替え:48番目（73）,49番目（66）
入れ替え:47番目（70）,48番目（66）
入れ替え:61番目（97）,62番目（84）
入れ替え:60番目（96）,61番目（84）
入れ替え:59番目（94）,60番目（84）
入れ替え:58番目（89）,59番目（84）
入れ替え:57番目（89）,58番目（84）
入れ替え:56番目（88）,57番目（84）
入れ替え:55番目（87）,56番目（84）
入れ替え:62番目（97）,63番目（69）
入れ替え:61番目（96）,62番目（69）
入れ替え:60番目（94）,61番目（69）
入れ替え:59番目（89）,60番目（69）
入れ替え:58番目（89）,59番目（69）
入れ替え:57番目（88）,58番目（69）
入れ替え:56番目（87）,57番目（69）
入れ替え:55番目（84）,56番目（69）
入れ替え:54番目（84）,55番目（69）
入れ替え:53番目（81）,54番目（69）
入れ替え:52番目（80）,53番目（69）
入れ替え:51番目（78）,52番目（69）
入れ替え:50番目（78）,51番目（69）
入れ替え:49番目（73）,50番目（69）
入れ替え:48番目（70）,49番目（69）
入れ替え:63番目（97）,64番目（4）
入れ替え:62番目（96）,63番目（4）
入れ替え:61番目（94）,62番目（4）
入れ替え:60番目（89）,61番目（4）
入れ替え:59番目（89）,60番目（4）
入れ替え:58番目（88）,59番目（4）
入れ替え:57番目（87）,58番目（4）
入れ替え:56番目（84）,57番目（4）
入れ替え:55番目（84）,56番目（4）
入れ替え:54番目（81）,55番目（4）
入れ替え:53番目（80）,54番目（4）
入れ替え:52番目（78）,53番目（4）
入れ替え:51番目（78）,52番目（4）
入れ替え:50番目（73）,51番目（4）
入れ替え:49番目（70）,50番目（4）
入れ替え:48番目（69）,49番目（4）
入れ替え:47番目（66）,48番目（4）
入れ替え:46番目（66）,47番目（4）
入れ替え:45番目（63）,46番目（4）
入れ替え:44番目（60）,45番目（4）
入れ替え:43番目（58）,44番目（4）
入れ替え:42番目（54）,43番目（4）
入れ替え:41番目（53）,42番目（4）
入れ替え:40番目（52）,41番目（4）
入れ替え:39番目（51）,40番目（4）
入れ替え:38番目（51）,39番目（4）
入れ替え:37番目（48）,38番目（4）
入れ替え:36番目（47）,37番目（4）
入れ替え:35番目（43）,36番目（4）
入れ替え:34番目（43）,35番目（4）
入れ替え:33番目（41）,34番目（4）
入れ替え:32番目（41）,33番目（4）
入れ替え:31番目（40）,32番目（4）
入れ替え:30番目（39）,31番目（4）
入れ替え:29番目（36）,30番目（4）
入れ替え:28番目（36）,29番目（4）
入れ替え:27番目（34）,28番目（4）
入れ替え:26番目（33）,27番目（4）
入れ替え:25番目（30）,26番目（4）
入れ替え:24番目（29）,25番目（4）
入れ替え:23番目（26）,24番目（4）
入れ替え:22番目（25）,23番目（4）
入れ替え:21番目（23）,22番目（4）
入れ替え:20番目（21）,21番目（4）
入れ替え:19番目（19）,20番目（4）
入れ替え:18番目（19）,19番目（4）
入れ替え:17番目（18）,18番目（4）
入れ替え:16番目（17）,17番目（4）
入れ替え:15番目（16）,16番目（4）
入れ替え:14番目（15）,15番目（4）
入れ替え:13番目（14）,14番目（4）
入れ替え:12番目（13）,13番目（4）
入れ替え:11番目（11）,12番目（4）
入れ替え:10番目（10）,11番目（4）
入れ替え:9番目（8）,10番目（4）
入れ替え:8番目（6）,9番目（4）
入れ替え:7番目（5）,8番目（4）
入れ替え:64番目（97）,65番目（52）
入れ替え:63番目（96）,64番目（52）
入れ替え:62番目（94）,63番目（52）
入れ替え:61番目（89）,62番目（52）
入れ替え:60番目（89）,61番目（52）
入れ替え:59番目（88）,60番目（52）
入れ替え:58番目（87）,59番目（52）
入れ替え:57番目（84）,58番目（52）
入れ替え:56番目（84）,57番目（52）
入れ替え:55番目（81）,56番目（52）
入れ替え:54番目（80）,55番目（52）
入れ替え:53番目（78）,54番目（52）
入れ替え:52番目（78）,53番目（52）
入れ替え:51番目（73）,52番目（52）
入れ替え:50番目（70）,51番目（52）
入れ替え:49番目（69）,50番目（52）
入れ替え:48番目（66）,49番目（52）
入れ替え:47番目（66）,48番目（52）
入れ替え:46番目（63）,47番目（52）
入れ替え:45番目（60）,46番目（52）
入れ替え:44番目（58）,45番目（52）
入れ替え:43番目（54）,44番目（52）
入れ替え:42番目（53）,43番目（52）
入れ替え:65番目（97）,66番目（25）
入れ替え:64番目（96）,65番目（25）
入れ替え:63番目（94）,64番目（25）
入れ替え:62番目（89）,63番目（25）
入れ替え:61番目（89）,62番目（25）
入れ替え:60番目（88）,61番目（25）
入れ替え:59番目（87）,60番目（25）
入れ替え:58番目（84）,59番目（25）
入れ替え:57番目（84）,58番目（25）
入れ替え:56番目（81）,57番目（25）
入れ替え:55番目（80）,56番目（25）
入れ替え:54番目（78）,55番目（25）
入れ替え:53番目（78）,54番目（25）
入れ替え:52番目（73）,53番目（25）
入れ替え:51番目（70）,52番目（25）
入れ替え:50番目（69）,51番目（25）
入れ替え:49番目（66）,50番目（25）
入れ替え:48番目（66）,49番目（25）
入れ替え:47番目（63）,48番目（25）
入れ替え:46番目（60）,47番目（25）
入れ替え:45番目（58）,46番目（25）
入れ替え:44番目（54）,45番目（25）
入れ替え:43番目（53）,44番目（25）
入れ替え:42番目（52）,43番目（25）
入れ替え:41番目（52）,42番目（25）
入れ替え:40番目（51）,41番目（25）
入れ替え:39番目（51）,40番目（25）
入れ替え:38番目（48）,39番目（25）
入れ替え:37番目（47）,38番目（25）
入れ替え:36番目（43）,37番目（25）
入れ替え:35番目（43）,36番目（25）
入れ替え:34番目（41）,35番目（25）
入れ替え:33番目（41）,34番目（25）
入れ替え:32番目（40）,33番目（25）
入れ替え:31番目（39）,32番目（25）
入れ替え:30番目（36）,31番目（25）
入れ替え:29番目（36）,30番目（25）
入れ替え:28番目（34）,29番目（25）
入れ替え:27番目（33）,28番目（25）
入れ替え:26番目（30）,27番目（25）
入れ替え:25番目（29）,26番目（25）
入れ替え:24番目（26）,25番目（25）
入れ替え:66番目（97）,67番目（24）
入れ替え:65番目（96）,66番目（24）
入れ替え:64番目（94）,65番目（24）
入れ替え:63番目（89）,64番目（24）
入れ替え:62番目（89）,63番目（24）
入れ替え:61番目（88）,62番目（24）
入れ替え:60番目（87）,61番目（24）
入れ替え:59番目（84）,60番目（24）
入れ替え:58番目（84）,59番目（24）
入れ替え:57番目（81）,58番目（24）
入れ替え:56番目（80）,57番目（24）
入れ替え:55番目（78）,56番目（24）
入れ替え:54番目（78）,55番目（24）
入れ替え:53番目（73）,54番目（24）
入れ替え:52番目（70）,53番目（24）
入れ替え:51番目（69）,52番目（24）
入れ替え:50番目（66）,51番目（24）
